
Text conversion of header file \A_MEDIDAS\PROJETOS\BRASIL\BLOCO GAVIAO\JACOBINA\CANIF27\sco\CANIF27_008.46_00004.asd.ref
 -------------------------------------------------------------
Intemperizada                                                                                                                                               
The instrument number was  16586/1
New ASD spectrum file: Program version = 6.00 file version = 1.00
Spectrum saved: 10/16/2018 at 10:00:14
VNIR integration time : 34
VNIR channel 1 wavelength = 350 wavelength step = 1
There were 50 samples per data value
xmin = 350 xmax= 2500
ymin= 0 ymax= 1.25
The instrument digitizes spectral values to 16 bits
SWIR1 gain was 214 offset was 2097
SWIR2 gain was 513 offset was 2267
Join between VNIR and SWIR1 was 1000 nm
Join between SWIR1 and SWIR2 was 1830 nm
Absolute Reflectance is Enabled
The Absolute Reflectance File is abs165861.ref
VNIR dark signal subtracted
50 dark measurements taken Tue Oct 16 09:52:54 2018
DCC value was 0
Data is compared to a white reference:
60 white reference measurements taken Tue Oct 16 09:53:02 2018
There was no foreoptic attached
Spectrum file is reflectance data
GPS-Latitude is S0
GPS-Longitude is E0
GPS-Altitude is 0
GPS-UTC is Wed Dec 31 17:00:00 1969

Smart Detector
Serial#  0
Signal (A)  0.000E00
Dark (A)  0.000E00
Ref (A)  0.000E00
Status  0 - Uninitialized
Gain  E-4
Averaging  0
Temp (C)  0.0
Humid (%)  0.0

Reflectance Absolute
Wavelength	CANIF27_8.46_00004.asd.ref
350	 0.16174453496933 
351	 0.15647991001606 
352	 0.154905393719673 
353	 0.155038148164749 
354	 0.154437467455864 
355	 0.154635652899742 
356	 0.161805495619774 
357	 0.166090607643127 
358	 0.158654257655144 
359	 0.155500695109367 
360	 0.158299341797829 
361	 0.162844017148018 
362	 0.162262633442879 
363	 0.155673742294312 
364	 0.15423221886158 
365	 0.160995900630951 
366	 0.16680608689785 
367	 0.163130804896355 
368	 0.157960876822472 
369	 0.159140661358833 
370	 0.162379041314125 
371	 0.165525004267693 
372	 0.166829392313957 
373	 0.165473356842995 
374	 0.164138108491898 
375	 0.164817541837692 
376	 0.166814371943474 
377	 0.167052611708641 
378	 0.167924508452415 
379	 0.169556647539139 
380	 0.17092752456665 
381	 0.168979108333588 
382	 0.169583305716515 
383	 0.171186149120331 
384	 0.170672461390495 
385	 0.172859787940979 
386	 0.173806607723236 
387	 0.173764616250992 
388	 0.176635712385178 
389	 0.176696330308914 
390	 0.176144868135452 
391	 0.176972255110741 
392	 0.17813615500927 
393	 0.179212659597397 
394	 0.180378764867783 
395	 0.181647717952728 
396	 0.18098846077919 
397	 0.181871339678764 
398	 0.183920741081238 
399	 0.183957681059837 
400	 0.184621587395668 
401	 0.185449093580246 
402	 0.185933724045753 
403	 0.186301022768021 
404	 0.18563811480999 
405	 0.185777634382248 
406	 0.188017427921295 
407	 0.188430473208427 
408	 0.188764601945877 
409	 0.189429134130478 
410	 0.189864277839661 
411	 0.190574750304222 
412	 0.190945342183113 
413	 0.191345378756523 
414	 0.19399082660675 
415	 0.194672822952271 
416	 0.194440960884094 
417	 0.195152744650841 
418	 0.19587767124176 
419	 0.196646511554718 
420	 0.197743788361549 
421	 0.199446454644203 
422	 0.20054404437542 
423	 0.201567441225052 
424	 0.202654108405113 
425	 0.203001067042351 
426	 0.204258278012276 
427	 0.205588027834892 
428	 0.206160709261894 
429	 0.207615166902542 
430	 0.20886418223381 
431	 0.209749042987823 
432	 0.210699766874313 
433	 0.211504474282265 
434	 0.212638258934021 
435	 0.214148432016373 
436	 0.21538670361042 
437	 0.216134294867516 
438	 0.217079102993011 
439	 0.218719303607941 
440	 0.219987258315086 
441	 0.221020326018333 
442	 0.221940219402313 
443	 0.222832918167114 
444	 0.223650187253952 
445	 0.224609360098839 
446	 0.225724250078201 
447	 0.226650536060333 
448	 0.227294355630875 
449	 0.227835729718208 
450	 0.228464722633362 
451	 0.229010283946991 
452	 0.229634374380112 
453	 0.230327680706978 
454	 0.230959370732307 
455	 0.231638357043266 
456	 0.232360422611237 
457	 0.233045607805252 
458	 0.233473986387253 
459	 0.23402427136898 
460	 0.234755367040634 
461	 0.235586300492287 
462	 0.23636682331562 
463	 0.237131863832474 
464	 0.237818390130997 
465	 0.238292440772057 
466	 0.238983109593391 
467	 0.239723682403564 
468	 0.240345105528831 
469	 0.240916401147842 
470	 0.241554096341133 
471	 0.242241680622101 
472	 0.242913916707039 
473	 0.24357981979847 
474	 0.244286224246025 
475	 0.245055451989174 
476	 0.245876327157021 
477	 0.246707543730736 
478	 0.247527942061424 
479	 0.248309582471848 
480	 0.248951196670532 
481	 0.249853655695915 
482	 0.250792145729065 
483	 0.251353949308395 
484	 0.252287954092026 
485	 0.253246128559113 
486	 0.254027187824249 
487	 0.254764139652252 
488	 0.255618691444397 
489	 0.256515681743622 
490	 0.257330924272537 
491	 0.25802606344223 
492	 0.258607029914856 
493	 0.259079366922379 
494	 0.259485363960266 
495	 0.260207891464233 
496	 0.260970830917358 
497	 0.261633545160294 
498	 0.262426167726517 
499	 0.263283163309097 
500	 0.26412233710289 
501	 0.264915645122528 
502	 0.26592743396759 
503	 0.266746133565903 
504	 0.267384320497513 
505	 0.268190950155258 
506	 0.268925815820694 
507	 0.269612073898315 
508	 0.270287156105042 
509	 0.270927399396896 
510	 0.271565228700638 
511	 0.272247791290283 
512	 0.272993326187134 
513	 0.273652255535126 
514	 0.27428275346756 
515	 0.27490371465683 
516	 0.275480180978775 
517	 0.27597764134407 
518	 0.276463001966476 
519	 0.277003467082977 
520	 0.277635514736176 
521	 0.278087168931961 
522	 0.278455018997192 
523	 0.278972506523132 
524	 0.279429167509079 
525	 0.279906183481216 
526	 0.280394583940506 
527	 0.280736953020096 
528	 0.281082272529602 
529	 0.281474560499191 
530	 0.281909167766571 
531	 0.282328575849533 
532	 0.282684445381165 
533	 0.283019036054611 
534	 0.283430129289627 
535	 0.283956706523895 
536	 0.284445255994797 
537	 0.284823596477509 
538	 0.285190522670746 
539	 0.285628199577332 
540	 0.286112129688263 
541	 0.286595553159714 
542	 0.287140280008316 
543	 0.287574470043182 
544	 0.287966966629028 
545	 0.288567334413528 
546	 0.289053589105606 
547	 0.289508104324341 
548	 0.290004909038544 
549	 0.290436893701553 
550	 0.290925085544586 
551	 0.291465818881989 
552	 0.292005211114883 
553	 0.292518824338913 
554	 0.292984873056412 
